imdb_id,review,rating,genres
tt10919420,"I found the show to be fantastic, only ruined by the horrible VIP acting.",positive,"Action, Drama, Mystery"
tt10919420,"My God the actors who potrayed the VIP people cannot act. I cringed everytime they said a line. It felt like they were just reading them. Even the intonation was off. It was like when we were kids and had to read a play in class and we exagerated the intonation. Terrible, just awful.",neutral,"Action, Drama, Mystery"
tt10919420,"Seriously. All things considered, they're a pretty small and self-contained part. The main characters were brilliant in their roles. I guess good actors figured that having parts where they're wearing masks the whole time wouldn't get them much exposure. The pacing and character development were superb.",positive,"Action, Drama, Mystery"
tt10919420,"Just watched whole 9 episodes and my favorite was the 6th, Gganbu. Not perfect nor a masterpiece, but this is very well made and provides a certain level of emotional experience. The overall show was far beyond things that were shown in trailer. Very well directed, performed, and finding its own unique points from the genre mixture of various references such as Gambling Apocalypse : Kaiji, Battle Royale, and so on. Just hope all others enjoy this show not only in Korea but also everywhere!Ps. Even to Korean ears, VIPs' English conversations were not well written nor performed. I think the drama could stand well enough without their presence and save the budget.",positive,"Action, Drama, Mystery"
tt10919420,"Squid Game is a show that will stay in your mind long after you watched it. After reading all the great reviews and seeing it was one of the most watched series in the entire world I finally found time to watch Squid Game. I have to admit that I had fun watching it and was very entertained throughout the entire season. It's about hundreds of contestants (who are all down on their luck and need money) that are asked to play children's games for an shot at winning a lot of money, 45.6 billion won (about 33 million dollars). The only thing is these children games are now all deadly and the last contestant standing wins all the money. It will pull you into its world and before you know it you'll be hooked. It's a thriller with lots of twists and lots of violence. I know it's already been renewed for another seasons so I hope they can keep the same magic they had for season one.",neutral,"Action, Drama, Mystery"
tt10919420,"After hearing about all the hype and seeing it was one of the most watched series in the entire world I finally found time to watch Squid Game. I have to admit that I had fun watching it and was very entertained throughout the entire season. It's about hundreds of contestants (who are all down on their luck and need money) that are asked to play children's games for an shot at winning a lot of money, 45.6 billion won (about 33 million dollars). The only thing is these children games are now all deadly and the last contestant standing wins all the money. It will pull you into its world and before you know it you'll be hooked. It's a thriller with lots of twists and lots of violence. This is a show that will stay in your mind long after you watched it. I know it's already been renewed for another seasons so I hope they can keep the same magic they had for season one.",neutral,"Action, Drama, Mystery"
tt10919420,"I honestly don't know wtf the main character needed to go into the room where the old man was, dye his hair red and not attempting to board the plane. At the beginning I was having expectations that it would be thrillingly good which it was but the ending just didn't do it for me chief....",unknown,"Action, Drama, Mystery"
tt10919420,"For someone who has seen Alice in Borderland and loved it, I see this series as a more mature and rawer version, without fantasies. Criticism of the capitalism of today's society, ironic how it turned out, becoming everything it criticized.Decent 8/10.",neutral,"Action, Drama, Mystery"
tt10919420,"It was fun, but the show falls back on usual Korean story tropes (ie forced deaths to make ""cool"" sacrifices) , the acting by the VIPs was so laughibly bad and cringy that it almost tanked the whole show, and some stuff is stupid and makes no sense at all.Examples (spoilers!)1. The players keep acting like they can win the game together and get out of there together with the money, again and again. It's made 100% clear that they either can't stop playing until one person is left alive, or they can end things with a majority vote but then don't get the money. No one ever mentions this again or acklowedges that anyone they bond with will die if they want that money.2. They all left the game and then choose to come back, knowing the above... but a husband and wife joined again. They tried to make it a shocking and surprising thing that this poor couple are made to face each other to the death, but by choosing to come back they knew that one of them would have to die. Really dumb!3. The first time when they quit they say the accumulated money will go to the families of the deseased. When they return that money is still in the piggy bank and they continue from where they left off.4. The missing brothers stuff is in the goshiwon and it seems like rent was skipped for a month, so the cop brother says he will pay the rent and looks through his stuff, goes looking for him because of that card. Later we see in a file that he won the game years ago, and it seems he's been working as the front man for a good long time too. Um...didn't he just go missing recently?4. They gave my fav character a super cheap death. Cmon, random exploding glass took her out? She's there to play the games and no one notices she's been impaled or offers some medical attention so she can compete still...when they say it's all fair? How did they know there damn stupid exploding glass trick would not take everyone out and end the games by mistake? It was just a set up for that 3 in the sleeping area with knives scene, but was too forced.5. They took all interest and moral dilemma out if the ending by neatly killing off everyone, keeping the good guys hand s clean, and making the other guy a clear villain.6. The main character gets stabbed twice in the final fight but carries on fairly easily, but the other guy gets bit in the foot and that's it...becomes completely defenseless after that. The whole ending after that was very forced.7. The red hair thing was a little stupid. As was the case off money for the old lady and child - looks cool but how is she gonna use that or explain it when putting it in a bank? Her son is missing for fraud and the cops already visited her. In the same vein - him becomg a sudden multibillionaire didn't attract any attention from the tax office?8. When he got off the plane at the end: we went full circle and killed the character development because the last thing he does is impulsive, prob gonna get him killed (no way he can take on this shadow group with red hair and some cash - he's easily dead) and he lied and failed his daughter. Again.9. They didn't tie off a few things. The Morse code thing went nowhere if I'm not mistaken. The guy didn't do anything to get that mom back from N Korea.10. Also, cop guy infiltrates stupidly easily - and his iphone battery life is AMAZING. No way there's a charging cable laying around in a facility were no phones are allowed. Even Mr head honcho has to use a land line.11. Will normal people playing games really randomly all out try to kill each other at night? They say they provide less food to stoke tension, but there was enough for everyone if that group didn't cut in line for seconds. No way they'd know that would happen. And it certainly wouldn't guarantee a bloodbath. It's normal people in debt, not hardened criminals (apart from the one guy).And that's about what I remember. It was fun, but a little stupid too. It started very strong and could have been GREAT, but the writing needed tightening up and less reliance on formulaic tropes.",neutral,"Action, Drama, Mystery"
tt10919420,"Although I don't usually like violent weird fictional series I would like to comment on this one, which I found to be quite good if you watch it as a metaphor of the financial game, the squid game is in my view the financial game and I would like to give some hints of why I think this. There may be some spoilers ahead, so don't read further if you don't want to know them.In the series we are introduced to some characters that have already played the game, or similar games like gambling (most of the new players are highly indebted) or are just very poor people that will be invited to play the big game, which comes with the much needed reward, the big money.The gameThe game is the financial game and we see the players being part of it trying to get the big price but dying in the way because of that. Nobody has been forced to play the game but nobody knows what the game is about, and as soon as they are in the game they can't leave it if is not by a majority deciding so. And this is the big question asked for the game designers when participants are showed that the game will play with their jobs, their families subsistence and, in sum, with their lives.""Knowing this, do you accept the game or do you refuse it? ""Nicely, after the first deadly round the vote is tied, and the last voter, the player number one, which later on we will know is a game designer playing for fun, the only one on the game from the elite, the only one that deeply knows about the game and may by himself stop it, votes to stop the game giving to the poor folks the chance to live a decent live far from the deadly game. But the game never stops, so most of the players return to it when given a new chance to win or die.The island, the leader and the policemanThe game is corrupted, so it has to be played in an island, a tax haven, outside the law. This is a parallel plot ran by two brothers, one of them running the game, the leader, that would be the corrupt lawyer or the broker that we learn that already got his money share when he won a previous edition of the games, and a policeman, the law, that manages to get there looking for him as the leader is his brother, and that sadly is being killed by the corrupted brother being unable to expose the plot to the justice.The secondary playersBetween the players we find some of the social archetypes. There is the gangster, used to play by his own wild rules but without the skills and the knowledge to win in the big game, the immigrants, political and non political, playing with their disadvantages and being cheated and murdered, people with family traumas for whom the game means nothing now, the broker who already played the game in the real life before and failed, and who knows that the game has to been played dirty if you want to win, but even like this, you may always loose, ...The old man and the main characterFinally, between the players, there are two of them especially interesting, the first one and the last one. The first one is, as we find out at the end, a game designer that is so implied in it that cannot be like the other VIPs, gambling and watching from the outside, but has to play. His reward is not the money but the act of playing itself. The last one is all of us, is the TV watcher watching all of them, watching the game and being fascinated for it but at the same time refusing it, not willing to fall in its trap, not wanting to be mean, trying not to play dirty but at the same time doing nothing in front of the horror. This is why the old man takes an interest on him and there is a wonderful scene in the game of marbles where he sets up a situation inviting to the honest player to cheat, and he, the honest hero, cheats to save his life knowing that the old man will be unfairly killed for this. And then is when the old man gives him his last marble as reward, because the old man has now win his own game, he has finally won his own reward that isn't the money but knowing that everybody has a price and that everybody would have done what he possibly has done to become who he is. He can get rid of his guilt and he can leave the game as the real winner. However, when the hero wins the final game and may be proclaimed as winner, he refuses to win, he tries unsuccessfully to leave the game giving up the reward, and goes like this after that, being impossible for him to do anything with a money that becomes dirty as it has been earned cheating a poor old man who was killed because of it. He and the old man are on a similar situation now, both are rich thanks to the misery of others, and both feel guilty about it. So, in a desperately bid to get rid of his own culpability, of his own failure, the old man reveals him who he is, which is for some time effective, because our hero learns that nobody died because of him cheating and that he was the one cheated by the old man, so he may feel innocent again and enjoy the reward, until this falls again in front of the truth, revealed now by the recruiting scene of new potential gamers in the metro. Nobody who knows and has played the game may be innocent anymore.",neutral,"Action, Drama, Mystery"
